altitude	pente	distance_horizontale_hydro	distance_verticale_hydro	distance_horizontale_route	ombrage_0900	ombrage_1200	ombrage_1500	distance_horizontale_depart_feu	zone_A	couvert
2850	17	228	62	4110	246	216	94	5191	1	1
2840	18	217	52	4080	247	218	93	5221	1	1
2831	18	201	50	4050	248	219	93	5251	1	1
2821	12	190	40	4020	241	229	117	5281	1	1
2818	8	175	37	3990	234	233	130	5311	1	1
2814	10	162	36	3960	238	229	121	5341	1	1
2808	12	150	17	3930	240	225	112	5371	1	1
2801	12	127	10	3900	238	222	113	5401	1	1
2795	13	108	27	3870	240	220	108	5431	1	1
2788	18	85	20	3840	245	210	89	5461	1	1
2775	18	67	10	3810	245	208	86	5491	1	1
2768	14	42	3	3780	241	219	105	5522	1	1
2762	7	30	4	3750	227	226	134	5551	1	1
2762	9	0	0	3720	206	222	154	5581	1	1
2762	17	30	4	3690	186	215	167	5611	1	0
2768	22	42	13	3660	162	210	185	5641	1	0
2775	23	67	20	3630	159	207	184	5671	1	0
2781	21	85	26	3601	167	207	176	5701	1	0
2785	20	108	33	3570	180	203	158	5731	1	0
2785	19	127	30	3540	184	203	154	5761	1	0
2788	18	150	39	3510	181	208	164	5791	1	0
2791	17	150	42	3480	186	211	162	5821	1	1
2791	15	150	42	3450	196	210	150	5851	1	1
2791	15	153	42	3420	199	211	148	5881	1	1
2791	13	163	42	3390	194	219	164	5911	1	1
2795	10	175	46	3360	199	225	166	5941	1	1
2795	8	190	46	3330	199	235	175	5971	1	1
2801	4	201	52	3300	210	241	170	6001	1	1
2801	2	216	62	3270	221	239	154	6031	1	1
2801	6	234	62	3240	205	244	177	6061	1	1
2808	4	255	63	3210	214	243	166	6091	1	1
2801	17	256	134	3150	246	227	104	6151	1	1
2788	20	247	121	3120	247	226	97	6181	1	1
2781	18	240	114	3060	229	246	141	6241	1	1
2781	15	240	114	3030	218	250	162	6271	1	1
2785	10	240	118	3000	226	245	151	6301	1	1
2781	8	240	114	2970	232	238	138	6331	1	1
2778	6	240	111	2940	231	236	138	6361	1	1
2775	7	241	108	2910	232	234	135	6391	1	1
2772	10	240	105	2880	237	231	124	6421	1	1
2765	21	240	98	2850	249	210	80	6451	1	1
2749	29	218	118	2820	251	184	40	6481	1	1
2732	32	190	101	2790	250	173	25	6512	1	1
2713	33	162	89	2760	250	173	25	6541	1	1
2696	30	134	72	2731	251	180	35	6571	1	1
2680	33	108	56	2700	252	173	24	6601	1	1
2657	37	85	33	2670	250	164	7	6631	1	1
2634	32	60	13	2640	253	179	27	6661	1	1
2617	10	30	-2	2610	236	224	119	6691	1	1
2621	22	0	0	2580	156	212	194	6721	1	1
2634	35	0	0	2550	116	175	185	6751	1	1
2644	39	31	30	2520	115	154	160	6781	1	1
2650	39	30	29	2490	128	145	136	6811	1	1
2650	37	42	26	2460	135	150	136	6841	1	1
2654	35	60	50	2430	129	166	162	6871	1	1
2663	31	60	55	2400	144	174	159	6901	1	0
2664	29	67	50	2370	170	170	125	6931	1	0
2660	29	85	31	2340	182	168	111	6961	1	0
2655	30	90	41	2310	189	166	99	6991	1	1
2647	28	91	35	2280	181	170	113	7021	1	1
2647	28	90	37	2250	168	177	137	7051	1	1
2647	27	85	41	2220	169	178	139	7081	1	1
2648	29	68	42	2190	172	171	125	7111	1	1
2644	31	60	38	2160	177	159	103	7141	1	1
2638	31	60	32	2130	177	158	102	7145	1	1
2633	29	60	27	2100	168	171	130	7126	1	1
2636	29	60	35	2071	157	179	151	7107	1	1
2639	30	60	37	2040	155	177	150	7089	1	1
2642	30	60	36	2010	164	171	133	7071	1	1
2639	30	60	33	1980	181	163	104	7052	1	1
2631	29	61	26	1950	187	164	100	7034	1	1
2626	28	60	25	1921	187	170	107	7015	1	1
2621	27	60	22	1890	185	174	115	6996	1	1
2618	26	60	23	1860	181	182	129	6978	1	1
2617	23	60	27	1830	188	186	128	6960	1	1
2614	23	30	17	1800	193	187	121	6942	1	1
2610	25	1	0	1770	194	180	113	6924	1	1
2570	6	30	-10	1470	231	236	137	6749	1	1
2568	9	30	-7	1440	236	229	122	6732	1	1
2561	10	30	4	1410	235	222	118	6715	1	1
2557	7	0	0	1381	210	227	156	6698	1	1
2562	16	0	0	1350	182	217	174	6681	1	1
2567	21	0	0	1320	175	200	161	6665	1	1
2570	24	30	12	1290	175	190	147	6648	1	1
2570	25	30	12	1260	183	183	129	6632	1	1
2566	25	0	0	1230	193	180	114	6615	1	1
2560	22	0	0	1200	202	187	114	6600	1	1
2555	18	0	0	1170	204	198	126	6583	1	1
2553	18	30	3	1141	194	204	145	6567	1	1
2556	19	30	8	1110	189	200	145	6551	1	1
2554	21	30	9	1080	180	200	155	6535	1	1
2559	23	30	15	1050	165	200	170	6519	1	1
2564	22	30	16	1020	174	198	159	6503	1	1
2566	19	42	15	990	192	199	141	6488	1	1
2562	15	42	6	960	212	207	128	6472	1	1
2556	7	30	0	930	214	226	149	6457	1	1
2558	15	0	0	900	179	241	201	6442	1	1
2571	24	30	10	870	149	238	225	6427	1	1
2586	23	60	25	840	151	236	222	6411	1	1
2599	19	90	38	810	164	234	209	6396	1	1
2607	11	120	46	780	191	232	181	6382	1	1
2607	7	150	46	750	205	229	162	6367	1	1
2609	5	180	48	720	209	232	161	6352	1	1
2608	3	210	76	690	214	235	159	6338	1	1
2608	0	241	76	660	218	238	157	6323	1	1
2592	2	202	-3	240	224	238	152	6133	1	1
2592	6	216	-3	210	226	241	149	6120	1	1
2591	4	234	-4	180	227	237	145	6108	1	1
2587	5	255	-6	150	226	230	138	6095	1	1
2584	3	277	-9	121	220	232	148	6083	1	1
2587	4	300	-6	90	226	235	143	6071	1	1
2582	6	324	-11	60	230	232	135	6059	1	1
2579	5	323	33	30	229	231	137	6047	1	1
2860	9	218	69	4170	235	233	129	5130	1	1
2854	17	212	63	4140	247	224	101	5160	1	1
2844	20	201	56	4110	249	220	90	5190	1	1
2837	21	190	49	4080	250	218	86	5220	1	1
2824	18	175	36	4050	248	222	95	5250	1	1
2821	10	162	41	4020	236	236	131	5280	1	1
2818	7	150	37	3990	232	236	136	5310	1	1
2814	11	134	33	3960	239	228	119	5340	1	1
2808	13	124	30	3930	242	227	113	5370	1	1
2804	12	108	13	3900	241	229	116	5400	1	1
2798	14	86	7	3870	243	225	108	5430	1	1
2788	13	67	20	3840	241	219	106	5460	1	1
2781	18	43	13	3810	240	204	87	5490	1	1
2768	14	30	3	3780	235	211	104	5520	1	1
2765	8	0	0	3750	208	226	155	5550	1	1
2768	13	0	0	3720	191	221	168	5580	1	1
2772	17	30	10	3690	178	218	178	5610	1	0
2778	22	61	20	3660	157	214	194	5640	1	0
2788	23	86	33	3631	159	208	187	5670	1	0
2791	22	108	36	3600	166	206	175	5700	1	0
2798	20	127	43	3570	180	204	158	5730	1	0
2795	20	150	43	3540	188	203	149	5760	1	1
2798	17	170	43	3511	188	209	158	5790	1	1
2798	14	180	49	3480	197	215	155	5820	1	1
2801	12	180	52	3450	204	218	150	5850	1	1
2798	11	182	49	3420	207	218	148	5880	1	1
2798	11	190	49	3390	201	222	159	5910	1	1
2798	8	201	49	3360	209	225	153	5940	1	1
2798	2	216	49	3330	217	235	154	5970	1	1
2798	6	228	49	3300	227	241	148	6000	1	1
2795	11	242	46	3270	228	245	149	6030	1	1
2798	14	258	59	3241	213	252	170	6060	1	1
2801	15	258	134	3210	223	249	155	6090	1	1
2798	17	242	131	3180	238	239	124	6120	1	1
2791	22	228	124	3150	248	225	95	6150	1	1
2781	24	218	114	3120	250	221	85	6180	1	1
2772	25	212	105	3090	242	231	104	6210	1	1
2768	24	210	101	3060	226	244	136	6240	1	1
2772	25	210	105	3030	209	250	162	6270	1	1
2775	23	210	108	3001	216	250	156	6300	1	1
2775	18	211	108	2970	224	248	150	6330	1	1
2775	13	210	108	2940	229	245	146	6360	1	1
2772	12	210	105	2910	234	240	135	6390	1	1
2768	13	210	102	2880	240	234	120	6421	1	1
2762	18	210	95	2850	248	217	90	6450	1	1
2749	25	212	118	2820	249	193	57	6480	1	1
2732	32	182	101	2790	246	169	27	6510	1	1
2709	35	153	79	2760	247	161	11	6540	1	1
2690	33	125	66	2730	252	176	23	6570	1	1
2673	34	95	49	2700	253	177	20	6600	1	1
2650	37	67	26	2670	252	165	6	6630	1	1
2627	28	42	3	2640	252	187	43	6660	1	1
2617	7	30	-2	2610	204	231	167	6690	1	1
2634	32	0	0	2580	116	210	224	6720	1	1
2654	36	30	33	2550	104	190	214	6750	1	1
2667	35	42	33	2520	118	176	184	6780	1	1
2673	36	60	59	2490	133	159	148	6810	1	1
2673	35	67	52	2460	146	152	126	6840	1	1
2673	33	86	50	2430	144	167	150	6870	1	1
2680	29	90	76	2401	154	178	153	6900	1	0
2679	27	95	71	2370	179	175	124	6930	1	0
2675	27	108	61	2340	186	171	110	6960	1	0
2669	29	120	40	2310	187	166	102	6991	1	0
2663	29	120	49	2280	175	168	117	7020	1	0
2664	29	120	57	2250	167	172	131	7050	1	1
2662	27	108	56	2220	171	177	134	7080	1	1
2663	27	95	57	2190	174	179	134	7110	1	1
2661	28	90	55	2160	181	169	112	7140	1	1
2655	30	90	49	2130	185	164	101	7122	1	1
2650	27	91	44	2100	175	175	127	7103	1	1
2651	27	90	45	2070	162	184	153	7084	1	1
2655	26	90	54	2040	165	187	154	7065	1	1
2657	24	90	55	2010	178	186	139	7047	1	1
2654	26	90	48	1980	192	175	108	7028	1	1
2646	28	90	40	1950	194	169	99	7009	1	1
2641	27	90	36	1920	191	173	107	6991	1	1
2636	26	90	34	1890	189	176	114	6973	1	1
2633	25	85	-13	1860	186	182	124	6954	1	1
2630	23	60	33	1830	193	184	121	6937	1	1
2625	23	30	15	1800	191	186	125	6918	1	1
2624	25	0	0	1770	189	180	119	6900	1	1
2618	27	30	8	1740	195	171	100	6882	1	1
2611	26	60	14	1710	194	176	108	6864	1	1
2608	24	42	15	1680	186	184	128	6847	1	1
2607	25	30	14	1650	188	181	121	6829	1	1
2601	27	31	8	1620	188	174	112	6811	1	1
2598	28	30	11	1590	186	167	104	6794	1	1
2590	29	30	8	1560	191	165	95	6776	1	1
2583	25	0	0	1530	189	180	119	6759	1	1
2583	22	0	0	1500	193	189	127	6741	1	1
2577	21	0	0	1470	197	193	127	6724	1	1
2576	21	0	0	1440	199	190	121	6707	1	1
2570	22	0	0	1410	197	186	119	6690	1	1
2569	24	0	0	1380	167	193	159	6673	1	1
2577	29	30	20	1350	145	189	176	6656	1	1
2583	28	30	21	1320	153	183	160	6640	1	1
2585	27	42	18	1290	166	180	143	6623	1	1
2585	27	42	19	1260	175	176	128	6608	1	1
2582	29	30	16	1230	183	167	108	6590	1	1
2575	30	30	9	1200	186	162	97	6574	1	1
2568	28	30	8	1170	184	170	111	6558	1	1
2567	25	42	12	1140	179	184	135	6541	1	1
2567	23	60	16	1110	179	190	143	6525	1	1
2567	23	60	19	1080	172	193	154	6509	1	1
2571	24	60	25	1051	163	197	168	6494	1	1
2577	21	60	32	1021	180	199	154	6478	1	1
2574	18	67	26	990	205	198	125	6462	1	1
2569	18	60	13	960	219	199	108	6447	1	1
2561	13	30	3	930	212	212	134	6431	1	1
2563	17	0	0	900	171	226	194	6416	1	1
2575	25	30	17	871	141	225	220	6401	1	1
2589	24	60	28	841	146	229	220	6385	1	1
2601	18	90	40	811	166	236	209	6370	1	1
2609	10	120	48	781	193	237	184	6356	1	1
2610	6	150	49	751	209	232	162	6341	1	1
2610	6	180	49	721	211	230	157	6326	1	1
2610	5	210	49	691	215	229	151	6311	1	1
2610	4	240	78	661	224	231	143	6297	1	1
2596	2	162	0	272	217	235	155	6119	1	1
2592	6	175	-3	242	231	231	134	6106	1	1
2587	5	192	-8	212	228	238	144	6093	1	1
2589	3	212	-5	182	217	242	162	6081	1	1
2591	2	234	-2	153	220	234	150	6068	1	1
2588	6	258	-5	124	229	230	135	6056	1	1
2583	8	283	-10	95	233	234	131	6043	1	1
2932	18	256	-8	5550	226	247	147	3750	1	1
2926	18	335	-14	5400	206	254	179	3900	1	1
2929	19	342	-11	5370	211	253	169	3930	1	1
2863	11	216	68	4230	236	237	130	5070	1	1
2860	10	202	65	4200	233	239	137	5100	1	1
2857	13	190	66	4170	240	234	121	5130	1	1
2850	21	183	59	4140	249	219	89	5160	1	1
2837	20	175	46	4110	250	220	88	5190	1	1
2831	20	162	43	4080	250	220	88	5220	1	1
2818	17	150	30	4050	246	226	102	5250	1	1
2814	7	134	26	4020	229	241	144	5280	1	1
2814	7	124	33	3990	231	238	140	5310	1	1
2811	15	108	30	3960	244	226	108	5340	1	1
2801	18	95	20	3930	247	226	100	5370	1	1
2795	17	85	17	3901	243	233	114	5400	1	1
2788	13	67	-1	3870	239	236	124	5430	1	1
2785	4	42	-4	3840	227	234	142	5460	1	1
2785	17	30	17	3810	235	205	96	5490	1	1
2768	15	0	1	3780	229	206	107	5520	1	1
2772	13	0	0	3750	190	222	171	5550	1	1
2775	15	30	10	3720	185	218	171	5580	1	1
2778	17	42	10	3690	177	219	181	5610	1	0
2785	21	67	23	3660	157	220	201	5640	1	0
2798	19	95	40	3630	166	220	193	5671	1	1
2801	20	124	46	3601	170	216	185	5700	1	1
2808	19	150	53	3571	180	206	163	5730	1	1
2804	20	170	49	3541	187	199	146	5760	1	1
2809	18	192	56	3511	194	204	145	5790	1	1
2804	13	210	49	3481	208	213	140	5820	1	1
2804	8	210	55	3451	215	222	144	5850	1	1
2801	6	212	52	3421	215	227	149	5880	1	1
2804	6	218	55	3391	209	231	160	5910	1	1
2804	6	228	55	3361	222	227	140	5940	1	1
2798	7	242	49	3331	232	229	129	5970	1	1
2795	11	256	46	3301	240	232	121	6000	1	1
2788	14	268	39	3271	236	240	130	6030	1	1
2788	18	255	121	3241	220	250	157	6060	1	1
2791	21	234	124	3211	225	246	143	6090	1	1
2788	23	216	121	3181	235	238	120	6120	1	1
2785	24	201	118	3151	244	230	99	6150	1	1
2772	26	190	105	3121	250	218	78	6180	1	1
2762	28	182	95	3091	247	220	81	6210	1	1
2752	29	180	85	3061	230	236	116	6240	1	1
2755	32	180	88	3032	204	245	150	6270	1	1
2758	32	180	91	3001	203	244	152	6300	1	1
2762	30	180	95	2971	205	246	155	6330	1	1
2765	24	180	98	2941	212	250	159	6360	1	1
2765	18	180	98	2911	229	246	142	6390	1	1
2762	17	180	95	2881	239	237	122	6420	1	1
2755	18	180	85	2851	246	228	103	6450	1	1
2749	21	182	76	2822	250	213	80	6481	1	1
2736	27	175	105	2791	248	185	48	6510	1	1
2716	38	150	85	2761	240	148	4	6540	1	1
2686	38	120	55	2731	243	149	0	6570	1	1
2667	35	90	43	2701	250	166	0	6600	1	1
2647	35	60	23	2671	250	167	1	6630	1	1
2627	22	30	3	2641	246	199	71	6660	1	1
2624	15	0	0	2611	181	233	192	6690	1	1
2640	33	0	0	2581	113	219	237	6720	1	1
2663	34	30	29	2551	108	215	237	6750	1	1
2680	31	60	59	2521	119	207	220	6780	1	1
2693	29	86	59	2491	140	188	179	6810	1	1
2696	30	95	82	2461	166	169	130	6840	1	1
2690	29	108	69	2431	162	175	142	6870	1	0
2697	27	120	72	2401	166	183	147	6900	1	0
2693	26	124	89	2371	184	179	122	6930	1	0
2690	27	134	82	2341	186	174	114	6960	1	0
2685	29	150	71	2311	183	168	109	6990	1	0
2681	29	150	52	2282	171	169	123	7020	1	0
2681	29	150	75	2251	168	169	126	7050	1	0
2678	27	134	72	2221	179	174	123	7080	1	0
2676	25	124	70	2191	179	185	136	7110	1	0
2677	25	120	71	2161	186	179	121	7118	1	0
2670	27	120	64	2131	193	171	101	7099	1	1
2664	25	120	58	2101	183	181	127	7080	1	1
2666	24	120	60	2071	171	191	152	7061	1	1
2669	22	120	62	2041	180	196	151	7042	1	1
2668	19	120	67	2011	192	199	141	7023	1	1
2667	22	120	65	1981	202	191	119	7004	1	1
2660	23	120	54	1951	203	182	105	6986	1	1
2654	24	120	-1	1921	198	183	111	6967	1	1
2650	23	95	3	1891	197	183	114	6949	1	1
2646	21	67	0	1861	201	190	119	6931	1	1
2642	20	42	-3	1831	203	194	122	6912	1	1
2637	21	30	13	1801	192	195	135	6894	1	1
2638	23	0	0	1771	188	186	128	6876	1	1
2632	26	30	8	1741	197	173	101	6858	1	1
2625	26	60	15	1711	195	175	106	6840	1	1
2620	24	67	27	1681	187	185	127	6822	1	1
2621	24	60	27	1651	186	183	125	6804	1	1
2615	26	60	22	1621	185	177	120	6787	1	1
2614	28	60	21	1591	185	170	109	6769	1	1
2607	30	42	23	1561	190	161	91	6752	1	1
2599	29	30	16	1531	186	169	107	6734	1	1
2596	26	30	13	1501	186	175	115	6717	1	1
2591	25	30	9	1471	186	179	121	6700	1	1
2591	25	30	13	1441	188	179	119	6683	1	1
2584	25	30	8	1411	188	179	119	6665	1	1
2583	26	30	13	1381	161	191	163	6649	1	1
2592	28	42	23	1351	142	192	183	6632	1	1
2600	28	60	42	1321	153	186	165	6615	1	1
2601	28	67	39	1291	165	178	144	6598	1	1
2601	28	67	34	1261	171	174	128	6582	1	1
2598	30	60	32	1232	178	166	111	6566	1	1
2593	31	60	27	1201	182	158	96	6549	1	1
2587	31	60	20	1172	180	161	104	6532	1	1
2581	28	67	21	1142	176	171	121	6516	1	1
2580	27	85	25	1112	171	179	137	6500	1	1
2581	27	90	30	1082	165	184	150	6484	1	1
2584	25	90	36	1052	163	190	159	6468	1	1
2588	21	90	42	1022	186	194	140	6452	1	1
2583	20	90	39	993	210	191	110	6437	1	0
2576	20	60	18	962	219	192	100	6421	1	0
2568	15	30	6	932	212	206	128	6405	1	1
2570	18	0	0	902	169	223	193	6390	1	1
2582	26	30	19	872	139	220	217	6375	1	1
2595	23	60	37	842	151	225	212	6360	1	1
2604	16	90	43	812	173	233	200	6344	1	1
2610	11	120	49	782	189	235	186	6330	1	1
2614	9	150	53	752	201	229	167	6315	1	1
2614	9	180	53	722	206	224	156	6300	1	1
2615	9	210	54	693	213	222	145	6285	1	1
2594	4	134	-1	424	224	231	143	6158	1	1
2595	3	124	0	395	223	233	146	6145	1	1
2591	2	120	-4	365	222	234	148	6131	1	1
2593	3	120	-2	335	223	239	152	6118	1	1
2592	6	124	-3	306	221	245	159	6105	1	1
2594	7	134	-1	277	222	244	157	6092	1	1
2592	6	150	-3	247	232	233	135	6079	1	1
2586	4	170	-7	218	226	233	143	6066	1	1
2587	2	192	-6	190	217	241	161	6053	1	1
2590	6	216	-3	162	225	243	152	6041	1	1
2587	7	242	-6	134	233	235	136	6028	1	1
2581	7	268	-12	108	232	231	130	6016	1	1
2578	5	270	9	85	229	233	139	6004	1	1
2929	14	272	-11	5611	235	241	134	3690	1	1
2926	16	277	-14	5581	236	241	129	3720	1	1
2922	17	285	-18	5551	229	246	142	3750	1	1
2922	17	295	-18	5521	228	246	143	3780	1	1
2919	15	309	-21	5491	233	243	137	3810	1	1
2917	14	324	-24	5461	236	240	132	3840	1	1
2913	12	342	-27	5431	226	246	151	3870	1	1
2916	16	361	-24	5401	213	252	169	3900	1	1
2919	19	371	-21	5371	218	251	159	3930	1	1
2919	20	379	-21	5341	223	248	148	3960	1	1
2919	18	390	-18	5311	220	250	155	3990	1	1
2860	12	201	65	4261	232	243	141	5040	1	1
2857	11	190	62	4231	234	240	135	5070	1	1
2854	12	175	60	4201	237	238	129	5100	1	1
2850	15	162	56	4171	242	234	117	5130	1	1
2844	19	153	53	4141	249	221	92	5160	1	1
2831	18	150	40	4111	248	219	92	5190	1	1
2824	18	135	33	4081	248	217	91	5220	1	1
2814	16	124	26	4051	246	225	103	5250	1	1
2814	13	108	26	4021	233	243	137	5280	1	1
2814	17	95	26	3991	235	241	130	5310	1	1
2808	23	85	27	3961	247	226	95	5340	1	1
2795	23	67	14	3931	248	225	92	5370	1	1
2788	17	60	7	3901	239	237	122	5400	1	1
2785	11	42	7	3871	229	244	146	5430	1	1
2788	7	30	-1	3841	217	248	167	5460	1	1
2791	9	0	0	3811	235	226	121	5490	1	1
2775	12	0	0	3781	221	214	126	5520	1	1
2778	17	30	10	3751	178	218	180	5550	1	1
2785	16	42	13	3721	182	215	171	5580	1	1
2785	18	67	20	3691	175	216	180	5610	1	1
2795	21	85	27	3661	159	219	198	5640	1	1
2801	18	109	39	3631	170	223	192	5670	1	1
2808	17	134	50	3601	171	224	192	5700	1	1
2818	15	162	63	3571	184	220	175	5730	1	1
2818	14	190	63	3541	199	213	151	5760	1	1
2818	13	212	63	3511	211	211	134	5790	1	1
2811	12	235	59	3481	222	213	124	5820	1	1
2808	9	240	53	3451	223	220	132	5850	1	1
2804	5	242	55	3421	224	230	141	5880	1	1
2804	1	247	55	3391	219	239	157	5910	1	1
2804	8	256	55	3361	234	234	132	5940	1	1
2799	14	268	49	3331	243	227	111	5970	1	1
2791	18	277	118	3301	247	226	99	6000	1	1
2781	19	255	108	3271	246	231	107	6030	1	1
2778	20	234	111	3241	228	245	140	6060	1	1
2778	25	212	111	3211	230	241	127	6090	1	1
2772	29	192	106	3181	233	232	107	6120	1	1
2768	30	175	101	3151	234	230	104	6150	1	1
2762	30	162	95	3121	244	221	83	6180	1	1
2749	32	153	82	3091	248	211	65	6210	1	1
2736	32	150	69	3061	238	223	89	6240	1	1
2732	34	150	66	3031	208	238	136	6270	1	1
2739	37	150	72	3001	197	237	143	6300	1	1
2739	37	150	72	2971	190	239	154	6330	1	1
2749	34	150	82	2941	186	245	169	6360	1	1
2755	27	150	88	2911	212	247	150	6390	1	1
2752	23	150	82	2881	231	241	128	6420	1	1
2749	24	150	76	2851	242	232	104	6450	1	1
2739	26	153	72	2821	247	223	87	6480	1	1
2732	24	153	69	2791	250	219	82	6510	1	1
2722	33	134	91	2761	252	176	23	6540	1	1
2693	41	108	62	2731	244	145	0	6570	1	1
2667	38	85	36	2701	248	155	0	6600	1	1
2644	33	60	21	2672	251	174	0	6630	1	1
2627	15	30	3	2642	242	214	98	6660	1	1
2627	17	0	0	2613	170	236	205	6690	1	1
2645	33	30	20	2582	114	221	237	6720	1	1
2663	35	42	23	2552	105	218	240	6750	1	1
2686	34	67	52	2522	109	217	237	6780	1	1
2706	25	95	85	2492	143	217	210	6810	1	1
2709	21	125	75	2462	182	198	150	6840	1	1
2706	24	134	93	2432	176	189	145	6870	1	0
2710	23	150	89	2402	179	190	143	6901	1	0
2706	23	153	82	2372	195	187	123	6930	1	0
2704	23	162	100	2342	194	187	123	6960	1	0
2700	24	175	92	2312	190	183	122	6990	1	0
2697	25	180	83	2282	178	182	133	7020	1	0
2698	26	175	92	2252	181	180	127	7050	1	0
2693	25	162	87	2222	193	179	113	7080	1	0
2688	22	153	82	2192	188	191	134	7110	1	0
2690	22	150	84	2162	193	190	129	7095	1	0
2684	24	150	77	2132	201	180	105	7075	1	0
2678	23	150	72	2102	190	188	129	7056	1	0
2678	21	150	72	2072	183	197	148	7037	1	1
2679	18	150	73	2042	194	202	143	7019	1	1
2677	15	150	71	2012	205	206	135	7001	1	1
2674	15	150	18	1982	212	205	127	6981	1	1
2670	18	127	14	1952	213	199	117	6962	1	1
2665	18	108	8	1922	212	197	116	6944	1	1
2661	17	85	4	1892	219	199	110	6925	1	1
2654	15	60	7	1862	222	207	116	6907	1	1
2649	13	30	2	1832	213	211	133	6889	1	1
2647	16	0	0	1802	194	210	152	6870	1	1
2650	19	0	0	1772	193	199	141	6852	1	1
2645	24	30	8	1742	201	182	108	6834	1	1
2638	25	60	14	1712	195	178	109	6816	1	1
2634	25	90	24	1682	183	181	126	6798	1	1
2633	26	90	40	1653	181	179	127	6780	1	1
2630	26	90	37	1622	182	177	122	6763	1	1
2628	27	85	45	1593	189	174	112	6745	1	1
2622	28	67	39	1563	196	167	94	6727	1	1
2614	28	60	31	1533	193	172	104	6710	1	1
2610	26	60	27	1503	190	178	114	6692	1	1
2605	25	60	22	1473	188	180	120	6675	1	1
2603	25	60	21	1443	189	180	119	6658	1	1
2598	25	60	21	1413	189	181	120	6641	1	1
2597	25	60	20	1383	164	193	162	6624	1	1
2606	27	67	35	1354	146	198	186	6607	1	1
2613	26	85	44	1323	154	196	175	6590	1	1
2617	26	96	60	1293	165	185	152	6573	1	1
2617	28	95	51	1263	173	175	130	6557	1	1
2615	28	90	49	1233	181	170	113	6540	1	1
2609	29	90	43	1203	184	164	103	6524	1	1
2603	31	90	37	1174	177	161	106	6507	1	1
2599	32	95	33	1144	169	160	113	6491	1	1
2596	31	108	36	1114	162	166	129	6475	1	1
2598	30	120	43	1084	158	173	142	6459	1	1
2599	27	120	48	1054	167	180	142	6443	1	1
2600	23	120	52	1024	195	186	120	6427	1	0
2592	22	90	34	994	213	185	97	6411	1	0
2585	22	60	22	964	219	188	93	6395	1	1
2577	16	30	6	934	218	203	117	6380	1	1
2575	15	0	0	904	179	230	191	6364	1	1
2590	25	30	20	875	142	228	222	6349	1	1
2602	21	60	39	845	158	229	209	6335	1	1
2608	14	90	50	815	179	231	192	6319	1	1
2614	10	120	53	785	193	235	182	6303	1	1
2619	4	150	58	755	208	237	168	6289	1	1
2620	2	180	59	726	216	236	158	6274	1	1
2599	5	127	2	459	227	236	144	6145	1	1
2598	5	108	1	430	227	232	140	6132	1	1
2594	2	95	-1	400	221	234	149	6118	1	1
2596	3	91	0	371	223	232	146	6104	1	1
2590	8	90	-6	342	231	231	132	6092	1	1
2586	5	95	-9	313	224	242	153	6078	1	1
2589	5	108	-6	285	215	245	167	6065	1	1
2589	2	127	-4	257	221	237	151	6052	1	1
2589	4	150	-4	228	223	231	145	6039	1	1
2587	3	175	-6	201	225	234	145	6026	1	1
2583	4	201	-10	176	227	238	146	6013	1	1
2582	3	228	-11	150	224	238	150	6002	1	1
2540	10	67	11	324	237	232	126	5808	1	1
2537	8	60	8	342	233	237	136	5798	1	1
2502	1	0	0	577	221	238	154	5704	1	1
2500	1	0	0	604	219	239	157	5695	1	1
2500	3	0	0	631	221	240	157	5687	1	1
2501	6	0	1	658	229	239	143	5678	1	1
2926	12	300	-14	5641	240	227	115	3660	1	1
2922	13	302	-19	5611	239	236	124	3691	1	1
2916	13	306	-24	5581	236	239	130	3720	1	1
2913	10	313	-27	5551	229	244	147	3750	1	1
2913	8	323	-27	5521	225	244	153	3780	1	1
2913	7	335	-27	5491	228	242	147	3810	1	1
2913	9	350	-27	5461	234	238	135	3840	1	1
2909	10	366	-31	5431	230	243	143	3870	1	1
2909	13	384	-31	5401	223	248	157	3900	1	1
2909	16	400	-31	5371	224	249	154	3930	1	1
2909	16	408	-31	5341	224	248	151	3960	1	1
2909	18	418	-31	5311	220	250	157	3990	1	1
2913	19	424	-24	5281	229	245	139	4020	1	1
2906	20	430	52	5251	238	238	119	4050	1	1
2857	14	201	53	4322	229	245	145	4980	1	1
2854	12	190	50	4292	229	245	147	5010	1	1
2854	10	175	50	4262	228	244	147	5040	1	1
2854	11	162	59	4232	233	241	138	5070	1	1
2850	13	150	55	4202	240	235	123	5100	1	1
2844	16	134	49	4172	244	231	112	5130	1	1
2837	18	124	42	4142	247	226	101	5161	1	1
2831	19	120	40	4112	248	224	97	5190	1	1
2824	21	108	33	4082	250	219	87	5220	1	1
2811	21	95	21	4052	249	223	91	5250	1	1
2801	20	85	13	4022	242	234	112	5281	1	1
2795	23	67	7	3992	237	237	118	5310	1	1
2791	23	60	3	3962	243	231	104	5340	1	1
2781	18	42	1	3932	244	232	110	5370	1	1
2778	8	30	-1	3902	231	241	142	5400	1	1
2778	4	30	0	3872	219	243	160	5430	1	1
2778	5	0	0	3842	211	245	173	5460	1	1
2781	1	0	0	3812	219	235	153	5490	1	1
2781	10	30	-8	3782	202	224	160	5520	1	1
2788	18	42	13	3752	174	218	183	5550	1	1
2791	17	67	23	3722	180	214	173	5580	1	1
2795	18	85	23	3692	176	215	178	5610	1	1
